Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-3800.206	-3947.2	146.9934	0.9024236	0.5963347	4.881578
6	-3799.079	-3944.312	145.2327	0.96357	0.783377	5.684028
12	-3810.005	-3954.764	144.7582	0.7689243	0.5715022	6.2042
18	-3796.331	-3940.711	144.3805	0.8151578	0.8240535	6.2042
24	-3796.423	-3941.308	144.8849	0.8376651	0.6806606	6.013832
30	-3804.552	-3950.474	145.9219	0.8184071	0.8529095	5.340467
36	-3805.802	-3951.09	145.2882	0.8268983	0.7736398	5.734926
42	-3806.08	-3951.432	145.3515	0.8657048	0.6925551	5.734926
48	-3797.524	-3943.504	145.9804	0.9010109	0.5936517	5.445408
54	-3797.756	-3943.81	146.0537	1.006106	0.7745565	5.214438
60	-3806.274	-3955.873	149.5984	1.187237	0.7229472	3.127957
66	-3803.429	-3951.634	148.2052	1.086577	0.6957099	4.017637
72	-3809.23	-3957.391	148.1609	1.117084	0.7288471	4.001159
78	-3813.32	-3961.004	147.6841	1.002372	0.8426871	4.260129
84	-3815.715	-3961.195	145.4799	0.7815685	0.7581153	5.665078
90	-3819.898	-3967.263	147.3643	1.031116	0.6208722	4.582499
96	-3823.742	-3969.84	146.0982	0.9529352	0.7325458	5.247908
102	-3807.944	-3954.098	146.154	0.8528222	0.8193444	5.21441
108	-3822.938	-3969.142	146.2035	0.8423932	0.7360888	5.248292
114	-3825.785	-3971.228	145.4429	0.7898545	0.8343779	5.631261
120	-3803.612	-3949.805	146.1932	0.8789303	0.6584407	5.289816
126	-3804.946	-3951.075	146.1294	0.8904107	0.6969953	5.290376
132	-3808.471	-3955.425	146.9542	0.9350515	0.6911409	4.812067
138	-3818.44	-3964.167	145.7265	0.7815457	0.6720974	5.590293
144	-3818.183	-3964.774	146.5911	0.9550848	0.8008749	4.927213
150	-3813.402	-3959.744	146.3426	0.8871115	0.7668602	5.125542
156	-3815.653	-3960.804	145.1509	0.8651244	0.8768174	5.723962
162	-3816.433	-3964.341	147.9079	0.9823166	0.676093	4.260734
168	-3811.104	-3956.736	145.6319	0.9152073	0.7573275	5.50876
174	-3813.661	-3958.423	144.7621	0.8537891	0.7014103	6.057095
180	-3804.945	-3949.888	144.9424	0.803333	0.7014103	5.986338
186	-3810.165	-3954.863	144.698	0.7466254	0.9626878	5.986338
192	-3815.625	-3960.555	144.9302	0.8286647	0.6913592	5.986338
198	-3809.453	-3955.246	145.7931	0.9078818	0.6421315	5.506701
204	-3820.262	-3967.119	146.8565	1.01699	0.8651117	4.703551
210	-3790.371	-3937.09	146.7191	0.8897498	0.7248347	4.944056
216	-3802.139	-3948.109	145.9702	0.9196073	0.9522213	5.198596
222	-3808.738	-3955.707	146.9693	0.9707172	0.6802176	4.791791
228	-3823.532	-3971.019	147.4867	1.059642	0.9383788	4.280349
234	-3805.017	-3951.032	146.0154	0.8290084	0.726684	5.366071
240	-3804.023	-3947.894	143.8715	0.822279	0.8118887	6.484247
246	-3806.527	-3952.809	146.2816	0.8410781	0.6128899	5.297023
252	-3800.374	-3946.238	145.8635	0.8526846	0.850347	5.355372
258	-3802.18	-3947.84	145.6606	0.8339741	0.6844559	5.588642
264	-3811.109	-3957.63	146.5207	0.9329817	0.7263951	5.029204
270	-3796.713	-3941.705	144.9919	0.8551193	0.6918685	5.93786
276	-3794.325	-3939.334	145.0092	0.8172016	0.8357408	5.852971
282	-3793.494	-3939.665	146.1709	0.9858466	0.8359362	5.120848
288	-3804.023	-3947.751	143.7284	0.9105397	0.6680235	6.611434
294	-3816.282	-3960.074	143.7915	0.9351628	0.7559416	6.502766
300	-3808.594	-3953.819	145.2255	0.901363	0.8255709	5.69489
306	-3815.112	-3961.405	146.2936	0.929462	0.9841056	4.995753
312	-3798.503	-3944.584	146.0813	1.002366	0.7647293	5.207864
318	-3796.069	-3940.544	144.4746	0.9273475	0.7279982	6.155064
324	-3801.692	-3947.911	146.2188	1.041418	0.768792	5.107366
330	-3803.026	-3949.905	146.8788	1.009979	0.8505049	4.704134
336	-3803.376	-3951.252	147.8757	1.070102	0.8078037	4.135788
342	-3813.194	-3958.59	145.3956	0.8691282	0.7601308	5.661921
348	-3816.004	-3961.762	145.7583	0.8585267	0.7092261	5.50366
354	-3801.504	-3946.442	144.9371	0.8118908	0.7632969	5.941973
360	-3807.69	-3952.382	144.692	0.8480581	0.7403322	6.071407
366	-3814.867	-3960.976	146.109	0.9515104	0.8315002	5.176986
372	-3808.545	-3954.219	145.6741	0.9096767	0.711503	5.520238
378	-3802.012	-3947.464	145.4518	0.8582793	0.711503	5.670538
384	-3798.736	-3943.928	145.1921	0.9357216	0.7628801	5.735103
390	-3799.174	-3942.516	143.3422	0.7709454	0.7628801	6.829797
