Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-3800.206	-3947.2	146.9934	0.26997	0.118279	0.0304215	0.0331106	0.0565759	0.0130652	0.058236	0.00749367	0.0291562	0.0404461	0.0354135	0.108553	0.0361401	0.0310103	0.136728	0.0889914	0.14959	0.0756834	0.106055	0.0308653	0.0661995	0.0831151	0.0564919	0.00623766	0.00401672	0.0386898	0.0546165	0.0465533	0.0511022	0.0299907	0.0256186	0.0304388	0.074147	0.0293803	0.0298871	0.0195314	0.0787216	0.226995	0.0448293	0.0129027	0.00929105	0.00591796	0.0286389	0.0049398	0.0385765	0.0154598	0.19529	0.0464209	0.0334263	0.0181509	0.0471569	0.025162	0.0410193	0.0232386	0.0724506	0.0178705	0.0160883	0.0929613	0.00262005	0.0145858	0.0110646	0.0799878	0.00493276	0.0562906	0.00439331	0.073734	0.0317112	0.00223777	0.0283723	0.0206946	0.0357341	0.0238322	0.0032243	0.167198	0.192735	0.0252632	0.0136539	0.00547712	0.0150109	0.062081	0.0462342	0.0476911	0.20272	0.00784263	0.2811	0.0320367	0.106449	0.0815934	0.00376759	1.25287	0.7471299	0.287065	0.544071	0.827046	1.20912	1.838	3.48353	0.9024236	0.5963347	0.0553037	0.0242296	0.00623189	0.00678277	0.0115897	0.00267643	0.0119298	0.00153509	0.0059727	0.00828546	0.00725453	0.0222373	0.00740336	0.00635252	0.0280089	0.01823	0.0306438	0.0155039	0.0217256	0.00632281	0.0135611	0.0170263	0.0115725	0.0012778	0.000822833	0.00792568	0.0111883	0.00953652	0.0104684	0.00614365	0.00524801	0.00623543	0.0151891	0.00601861	0.00612243	0.00400105	0.0161263	0.0465004	0.00918335	0.00264313	0.00190329	0.0012123	0.00586673	0.00101193	0.00790246	0.00316697	0.0400055	0.0095094	0.00684743	0.00371824	0.00966018	0.00515448	0.00840287	0.00476047	0.0148416	0.0036608	0.00329572	0.0190433	0.000536721	0.00298792	0.0022666	0.0163856	0.00101048	0.0115312	0.000899977	0.0151045	0.00649609	0.000458412	0.00581212	0.00423932	0.0073202	0.00488207	0.000660503	0.0342509	0.0394821	0.00517522	0.00279703	0.001122	0.00307502	0.0127174	0.00947116	0.0097696	0.0415276	0.00160658	0.0575838	0.00656278	0.0218063	0.0167145	0.000771797	0.373565	0.626435	4.881578
36	-3805.802	-3951.09	145.2882	0.276379	0.03826	0.141782	0.0228783	0.0424097	0.0584268	0.0127684	0.065018	0.0267912	0.041644	0.0633444	0.107384	0.0381731	0.0670721	0.130484	0.0793711	0.155155	0.0650062	0.154895	0.0546136	0.0772687	0.169186	0.0500213	0.0003627	0.00180095	0.0564993	0.0986675	0.0730339	0.0825742	0.0455624	0.0638848	0.0243721	0.0693449	0.0489148	0.0455729	0.0511541	0.100919	0.265404	0.054077	0.0266098	0.00853123	0.0188545	0.0565292	0.0111479	0.0224769	0.030464	0.0396507	0.0333762	0.0526649	0.0817547	0.0644835	0.0527802	0.0159511	0.0218915	0.033972	0.0114806	0.0569906	0.0567265	0.042825	0.0418215	0.0172814	0.108563	0.0234768	0.0704678	0.0706167	0.0140185	0.0110997	0.0723277	0.00732056	0.120851	0.287575	0.0110623	0.0356666	0.167497	0.07907	0.0288733	0.0734924	0.0184908	0.310948	0.0862607	0.0951636	0.0245121	0.0456941	0.0488288	0.0319884	0.00708589	0.00588387	0.058118	0.00123321	1.127625	0.8723753	0.318671	0.572505	0.840294	1.19006	1.74671	3.13803	0.8268983	0.7736398	0.0481923	0.00667141	0.0247226	0.0039893	0.00739499	0.0101879	0.00222642	0.0113372	0.00467158	0.00726147	0.0110454	0.0187245	0.00665625	0.0116954	0.0227525	0.01384	0.0270544	0.0113351	0.027009	0.00952299	0.0134733	0.0295009	0.00872222	6.32441e-05	0.000314031	0.00985179	0.0172047	0.0127349	0.0143985	0.00794473	0.0111396	0.00424977	0.0120917	0.00852928	0.00794656	0.00891976	0.0175972	0.0462786	0.00942941	0.00463995	0.00148759	0.00328767	0.00985701	0.00194386	0.00391931	0.00531201	0.00691389	0.00581981	0.00918319	0.0142556	0.011244	0.00920329	0.0027814	0.00381722	0.00592371	0.00200187	0.00993747	0.0098914	0.00746739	0.00729242	0.00301335	0.0189301	0.00409365	0.0122875	0.0123134	0.00244441	0.00193545	0.0126118	0.00127649	0.0210729	0.0501446	0.00192893	0.00621918	0.0292065	0.0137875	0.00503465	0.0128149	0.00322424	0.05422	0.0150413	0.0165937	0.00427418	0.00796768	0.00851429	0.00557782	0.00123557	0.00102597	0.010134	0.000215034	0.436188	0.563812	5.734926
72	-3809.23	-3957.391	148.1609	0.0829172	0.0765734	0.0269819	0.0245262	0.0482854	0.0237173	0.00459212	0.0453191	0.044868	0.0331294	0.0244645	0.0997768	0.0194956	0.034623	0.0949107	0.0761517	0.0955345	0.0413914	0.0827961	0.0358588	0.0655626	0.0938422	0.0469772	0.000309352	0.00200894	0.048201	0.071078	0.0230701	0.0435825	0.025477	0.0846379	0.0128545	0.0310164	0.0533033	0.0708107	0.0242875	0.0267624	0.160777	0.0273152	0.0303865	0.00748515	0.0142583	0.0248998	0.00628535	0.00964611	0.0190738	0.0121394	0.0217686	0.053939	0.0259206	0.00946944	0.0472961	0.0194356	0.00810951	0.117022	0.0219381	0.116669	0.0176667	0.0231604	0.0299873	0.0273951	0.0337018	0.0608155	0.0713282	0.0899816	0.00822043	0.0213056	0.0342629	0.0144172	0.105376	0.122506	0.00551026	0.000537022	0.136796	0.0237325	0.0105809	0.0599754	0.0197322	0.245962	0.0305217	0.0595292	0.00366442	0.0805779	0.087431	0.0106211	0.00772561	0.0389495	0.0245116	0.00114816	1.15684	0.8431597	0.213329	0.470734	0.790518	1.26499	2.12434	4.6876	1.117084	0.7288471	0.0207233	0.0191378	0.00674351	0.00612978	0.0120679	0.00592761	0.0011477	0.0113265	0.0112137	0.00827995	0.00611435	0.024937	0.00487249	0.00865324	0.0237208	0.0190324	0.0238767	0.0103449	0.020693	0.00896211	0.0163859	0.0234537	0.0117409	7.73156e-05	0.00050209	0.0120468	0.0177643	0.00576584	0.0108925	0.00636741	0.0211533	0.0032127	0.00775184	0.013322	0.0176975	0.00607011	0.00668867	0.0401825	0.00682682	0.00759442	0.00187075	0.00356353	0.00622314	0.00157088	0.00241083	0.00476708	0.00303397	0.00544057	0.0134809	0.00647826	0.00236667	0.0118206	0.00485749	0.00202679	0.029247	0.00548293	0.0291587	0.0044154	0.00578842	0.00749466	0.00684678	0.00842301	0.0151995	0.0178269	0.0224889	0.00205451	0.00532485	0.00856324	0.00360325	0.0263364	0.0306176	0.00137717	0.000134217	0.034189	0.00593141	0.00264445	0.0149895	0.00493161	0.0614728	0.0076282	0.014878	0.000915839	0.0201386	0.0218514	0.00265451	0.00193084	0.00973456	0.00612612	0.000286957	0.42158	0.57842	4.001159
108	-3822.938	-3969.142	146.2035	0.102932	0.0817771	0.0815366	0.0548406	0.0407776	0.038672	0.00297726	0.0400198	0.0437489	0.0874016	0.0376177	0.133733	0.0421875	0.0303598	0.126289	0.0622785	0.106924	0.0648594	0.155739	0.0245811	0.119883	0.113647	0.0334396	7.33272e-05	0.00587341	0.0670338	0.0659646	0.0546587	0.0649869	0.0393943	0.0903325	0.0236252	0.0773085	0.136991	0.10301	0.00766293	0.0505299	0.187247	0.023134	0.0108027	0.0418432	0.0198138	0.0377615	0.0075945	0.0232856	0.0216129	0.057955	0.0148177	0.114945	0.0219076	0.00924636	0.0483909	0.0358481	0.00324561	0.138235	0.042626	0.074591	0.0582546	0.0534029	0.0455323	0.0130286	0.0264373	0.0618779	0.0754682	0.0788735	0.0291481	0.011259	0.0718009	0.0660191	0.130222	0.183337	0.0054111	0.00215988	0.124299	0.0250001	0.0434675	0.0717535	0.0396167	0.136973	0.067286	0.0578794	0.00140359	0.137036	0.13472	0.0294968	0.00809449	0.0750673	0.0206389	0.0147572	1.152015	0.8479852	0.311915	0.566552	0.837559	1.19395	1.76506	3.206	0.8423932	0.7360888	0.0196125	0.0155817	0.0155358	0.0104492	0.00776969	0.0073685	0.000567281	0.0076253	0.00833584	0.0166533	0.0071676	0.0254813	0.00803832	0.0057847	0.0240628	0.0118664	0.0203731	0.0123582	0.0296742	0.00468364	0.0228423	0.0216542	0.00637152	1.39716e-05	0.00111911	0.0127725	0.0125688	0.0104146	0.0123825	0.00750611	0.0172118	0.0045015	0.0147302	0.0261019	0.0196274	0.00146008	0.00962788	0.0356778	0.00440791	0.00205834	0.00797273	0.00377528	0.00719501	0.00144704	0.0044368	0.00411808	0.0110426	0.00282334	0.0219014	0.00417424	0.00176178	0.00922031	0.00683042	0.000618412	0.026339	0.00812188	0.0142124	0.0110997	0.0101753	0.00867564	0.00248244	0.00503731	0.0117901	0.0143796	0.0150284	0.00555383	0.00214527	0.0136808	0.0125792	0.0248123	0.0349326	0.00103102	0.00041154	0.0236838	0.00476348	0.00828221	0.0136718	0.0075485	0.0260985	0.0128205	0.0110282	0.000267437	0.0261105	0.0256692	0.00562027	0.00154231	0.0143032	0.0039325	0.00281182	0.423993	0.576007	5.248292
144	-3818.183	-3964.774	146.5911	0.212263	0.0319606	0.0849812	0.0298665	0.042788	0.0429237	0.0168195	0.0289511	0.0367216	0.0957063	0.0346109	0.0703018	0.0503352	0.0151392	0.0754554	0.112668	0.0937951	0.102023	0.173565	0.0389164	0.101873	0.102709	0.0368914	0.00291342	0.00936253	0.0408532	0.101872	0.0237513	0.0279534	0.0563393	0.0791236	0.0564406	0.0293578	0.068784	0.0512509	0.0266867	0.0453277	0.201052	0.0420247	0.000294156	0.0121624	0.0192227	0.00379901	0.0114043	0.0238786	0.0242417	0.0291425	0.0163665	0.0297657	0.0152314	0.0374792	0.0203261	0.0581645	0.0322479	0.167235	0.0320515	0.0198513	0.0332655	0.0508496	0.0503967	0.130545	0.0110241	0.0796731	0.108463	0.00240791	0.0202994	0.117914	0.0408286	0.00196207	0.0927427	0.0747028	0.0745634	0.00880692	0.0134337	0.0020179	0.229004	0.0359088	0.0403302	0.0464014	0.0546814	0.0550417	0.101641	0.0315109	0.0121341	0.132396	0.10466	0.0321761	0.0713378	0.0188713	1.110571	0.8894287	0.266901	0.525085	0.817931	1.2226	1.90445	3.7467	0.9550848	0.8008749	0.0430798	0.00648654	0.0172473	0.00606153	0.00868402	0.00871155	0.00341358	0.00587575	0.00745281	0.019424	0.00702444	0.0142681	0.0102158	0.00307258	0.015314	0.0228665	0.0190361	0.020706	0.0352258	0.00789826	0.0206755	0.0208452	0.00748727	0.000591292	0.00190017	0.00829135	0.0206753	0.00482043	0.00567327	0.0114343	0.0160585	0.0114549	0.0059583	0.01396	0.0104016	0.00541618	0.00919946	0.0408043	0.0085291	5.97004e-05	0.00246842	0.00390134	0.000771026	0.00231455	0.00484626	0.00491995	0.00591461	0.00332166	0.00604109	0.00309128	0.00760657	0.00412528	0.0118047	0.00654485	0.0339411	0.00650501	0.00402891	0.00675138	0.0103202	0.0102282	0.0264947	0.00223739	0.01617	0.022013	0.000488696	0.00411985	0.0239313	0.00828634	0.000398211	0.0188225	0.0151613	0.015133	0.0017874	0.00272643	0.000409541	0.0464774	0.00728785	0.00818519	0.00941736	0.0110978	0.011171	0.0206286	0.00639528	0.00246266	0.0268703	0.0212412	0.00653029	0.0144783	0.00383002	0.444714	0.555286	4.927213
180	-3804.945	-3949.888	144.9424	0.155628	0.0598142	0.133811	0.0256556	0.0927331	0.0272841	0.04671	0.0396113	0.0461508	0.0575767	0.0136242	0.0914136	0.0287166	0.110582	0.161072	0.111579	0.116981	0.0792613	0.170807	0.0722625	0.111187	0.0805155	0.0576254	0.00419056	0.00442344	0.0716671	0.101137	0.0531261	0.0597549	0.0563755	0.0435062	0.0483916	0.0554738	0.0705376	0.0636919	0.00875815	0.0161748	0.217726	0.0285474	0.0217154	0.00984209	0.0361463	0.0284426	0.0182155	0.00655212	0.0144716	0.054008	0.0707838	0.0613083	0.0192326	0.0250179	0.0235639	0.0222997	0.0356744	0.0707638	0.0461334	0.111502	0.135972	0.03159	0.0374705	0.0242077	0.0855411	0.0318263	0.0714287	0.130511	0.0137447	0.0276406	0.049451	0.0189863	0.204999	0.215644	0.154235	0.0733499	0.224923	0.0551737	0.0145388	0.0533482	0.0447101	0.282712	0.0259731	0.14735	0.034848	0.164423	0.0306652	0.00669261	0.0128184	0.0167487	0.0318878	0.0631685	1.175495	0.8245046	0.329228	0.581677	0.844472	1.18417	1.71917	3.03741	0.803333	0.7014103	0.0259971	0.00999179	0.0223527	0.0042857	0.0154908	0.00455773	0.00780277	0.00661696	0.00770935	0.00961803	0.00227588	0.0152704	0.00479703	0.0184725	0.0269066	0.0186389	0.0195413	0.0132404	0.0285328	0.0120712	0.0185735	0.0134499	0.00962615	0.000700021	0.000738923	0.0119718	0.0168947	0.00887456	0.00998188	0.00941736	0.00726758	0.00808368	0.00926673	0.0117831	0.0106395	0.00146302	0.00270194	0.0363705	0.00476876	0.0036275	0.00164409	0.00603813	0.00475126	0.00304284	0.00109451	0.00241744	0.00902188	0.0118242	0.0102414	0.00321274	0.00417916	0.00393628	0.00372509	0.0059593	0.0118209	0.00770645	0.0186261	0.0227138	0.00527701	0.00625933	0.00404382	0.0142894	0.00531649	0.0119319	0.0218014	0.00229601	0.00461728	0.00826064	0.00317161	0.0342444	0.0360227	0.0257646	0.0122529	0.0375728	0.0092166	0.00242867	0.00891165	0.00746869	0.0472261	0.00433874	0.0246144	0.00582126	0.0274664	0.00512254	0.00111798	0.00214128	0.00279782	0.00532677	0.0105521	0.412252	0.587748	5.986338
216	-3802.139	-3948.109	145.9702	0.284594	0.0901389	0.0551392	0.00426289	0.033693	0.0648895	0.00479267	0.0431827	0.0414973	0.00605438	0.0542376	0.133842	0.0414298	0.0388431	0.0823404	0.0476611	0.125519	0.0742215	0.123654	0.0623414	0.103329	0.17103	0.0392161	0.00516083	0.0169737	0.0984902	0.0997636	0.0332533	0.0222602	0.02363	0.030731	0.0622875	0.0369993	0.0368955	0.0384822	0.0382009	0.0636872	0.119173	0.0374355	0.00666014	0.0260314	0.0058702	0.0232188	0.0136347	0.013406	0.0161196	0.029347	0.0648123	0.0503781	0.00239527	0.016325	0.0145675	0.0324806	0.0324133	0.284222	0.011315	0.079536	0.0654581	0.0492737	0.00485228	0.0510709	0.00613259	0.0509381	0.0299496	0.0533236	0.0236539	0.0854979	0.0553346	0.0275965	0.092224	0.0782005	0.00565038	0.0740007	0.0363817	0.0536789	0.335043	0.0037986	0.0316333	0.083816	0.0915575	0.034943	0.163321	0.000700844	0.128072	0.0550735	0.0796146	0.0502924	0.0638446	0.0216009	1.024474	0.975526	0.280323	0.537802	0.82406	1.2135	1.85942	3.56731	0.9196073	0.9522213	0.0547444	0.0173391	0.0106066	0.000820009	0.00648117	0.0124821	0.000921917	0.00830661	0.0079824	0.00116462	0.0104331	0.0257458	0.00796942	0.00747184	0.015839	0.00916808	0.0241448	0.0142772	0.023786	0.011992	0.0198763	0.0328993	0.0075436	0.000992735	0.00326506	0.0189455	0.0191905	0.00639659	0.00428197	0.00454546	0.0059114	0.0119816	0.00711717	0.0070972	0.00740242	0.00734831	0.0122508	0.0229241	0.00720108	0.00128114	0.0050074	0.00112919	0.00446635	0.00262277	0.00257877	0.00310075	0.00564518	0.0124673	0.00969072	0.000460753	0.00314028	0.0028022	0.00624797	0.00623501	0.0546729	0.00217655	0.0152995	0.0125915	0.00947827	0.000933383	0.00982398	0.00117966	0.00979843	0.00576109	0.0102573	0.00455005	0.0164463	0.0106441	0.00530844	0.0177402	0.0150426	0.00108691	0.0142347	0.00699837	0.0103257	0.0644487	0.000730697	0.00608496	0.0161228	0.017612	0.00672163	0.0314164	0.000134814	0.024636	0.0105939	0.0153146	0.00967423	0.0122811	0.00415515	0.487763	0.512237	5.198596
252	-3800.374	-3946.238	145.8635	0.290908	0.0661641	0.0531897	0.00285359	0.0531623	0.0694798	0.00205554	0.0485092	0.0487519	0.062842	0.0414336	0.0708187	0.0288416	0.102724	0.119905	0.0759329	0.0978158	0.0681891	0.152064	0.049275	0.0836555	0.173421	0.0257755	0.00114425	0.0242745	0.0966511	0.0775887	0.0310191	0.0806362	0.0516218	0.0298379	0.0189023	0.0751065	0.0709465	0.0266094	0.036523	0.0705156	0.177207	0.0574823	0.0246425	0.014812	0.0100556	0.0139358	0.0132249	0.0242968	0.0234353	0.0388219	0.0357101	0.247027	0.0490867	0.0161857	0.0359136	0.00306002	0.0234092	0.0745884	0.0533674	0.00746411	0.0596346	0.0460164	0.0645056	0.0240213	0.0521288	0.0725923	0.076355	0.113264	0.0207784	0.00213062	0.0436958	0.0137624	0.131014	0.214812	0.0352029	0.0322658	0.0805174	0.00617029	0.0368666	0.0283085	0.010218	0.293062	0.00618702	0.103669	0.0342005	0.099831	0.109908	0.0263762	0.0191748	0.0360036	0.0237134	0.0161153	1.080878	0.9191217	0.307507	0.562633	0.835747	1.19653	1.77736	3.25196	0.8526846	0.850347	0.0543208	0.0123547	0.00993202	0.000532847	0.00992691	0.0129739	0.000383828	0.00905804	0.00910336	0.0117344	0.00773683	0.0132239	0.00538554	0.0191815	0.0223897	0.0141788	0.018265	0.0127328	0.0283946	0.00920103	0.0156209	0.0323826	0.00481302	0.000213664	0.00453273	0.0180475	0.014488	0.00579215	0.0150571	0.00963926	0.00557158	0.00352959	0.0140245	0.0132477	0.00496873	0.00681987	0.0131673	0.0330896	0.0107336	0.00460145	0.00276582	0.00187766	0.00260221	0.00246946	0.00453691	0.00437603	0.00724915	0.00666809	0.0461269	0.00916588	0.00302233	0.00670609	0.000571393	0.00437116	0.0139278	0.00996521	0.00139376	0.0111355	0.00859257	0.012045	0.00448547	0.00973393	0.013555	0.0142576	0.0211496	0.00387991	0.000397847	0.00815924	0.00256984	0.024464	0.0401116	0.00657339	0.00602494	0.0150349	0.00115217	0.00688403	0.00528601	0.00190799	0.054723	0.00115529	0.0193579	0.0063862	0.0186413	0.020523	0.00492518	0.00358048	0.00672289	0.00442797	0.00300919	0.459561	0.540439	5.355372
288	-3804.023	-3947.751	143.7284	0.25939	0.0523515	0.13103	0.0561372	0.0872441	0.0396671	0.00100519	0.026854	0.107791	0.0491456	0.0333479	0.152401	0.0391936	0.0221987	0.140914	0.0764465	0.135838	0.130145	0.20638	0.0305816	0.160712	0.0990055	0.0766066	0.0130774	0.0185315	0.0625154	0.127789	0.0459348	0.0411919	0.00940469	0.0460181	0.0349309	0.0492792	0.0613877	0.0606764	0.0325492	0.0853469	0.31584	0.070476	0.0252935	0.00816773	0.0408041	0.0178093	0.00564268	0.0169049	0.0163796	0.00678863	0.0399132	0.0877416	0.0936129	0.0123131	0.0265658	0.0357658	0.0173385	0.285713	0.0383058	0.0875337	0.037522	0.041591	0.0124045	0.0318363	0.0236743	0.0966265	0.0700187	0.0422883	0.0407979	0.264505	0.014469	0.0060535	0.0636997	0.0650666	0.0489793	0.104251	0.0393944	0.0458613	0.405649	0.019205	0.120326	0.020574	0.0866147	0.0175175	0.188253	0.0428246	0.256218	0.0811352	0.0568744	0.0416426	0.11878	0.0548531	1.199024	0.8009761	0.283861	0.541101	0.825634	1.21119	1.84808	3.52285	0.9105397	0.6680235	0.0392335	0.00791833	0.0198187	0.00849093	0.0131959	0.00599978	0.000152038	0.00406175	0.0163037	0.00743342	0.00504398	0.0230511	0.00592816	0.00335763	0.0213136	0.0115628	0.0205459	0.0196848	0.0312156	0.00462557	0.0243081	0.0149749	0.011587	0.00197801	0.00280294	0.00945564	0.0193284	0.00694779	0.00623041	0.00142249	0.00696038	0.00528342	0.00745363	0.00928508	0.00917749	0.00492317	0.012909	0.0477717	0.0106597	0.00382571	0.00123539	0.00617175	0.00269371	0.000853473	0.00255692	0.00247746	0.0010268	0.006037	0.0132712	0.0141592	0.00186239	0.00401816	0.0054097	0.00262251	0.0432149	0.00579388	0.0132397	0.00567533	0.00629077	0.00187622	0.00481535	0.00358081	0.0146151	0.0105906	0.00639623	0.00617081	0.0400072	0.00218848	0.000915611	0.00963479	0.00984153	0.00740828	0.0157683	0.00595853	0.00693666	0.0613556	0.00290481	0.0181998	0.00311187	0.0131007	0.00264957	0.0284739	0.00647736	0.0387538	0.012272	0.00860244	0.00629857	0.0179658	0.0082967	0.400488	0.599512	6.611434
324	-3801.692	-3947.911	146.2188	0.314883	0.0822373	0.0338347	0.0144141	0.0629879	0.047964	0.0122554	0.0267399	0.0308373	0.0863546	0.0244247	0.119037	0.0402074	0.0252754	0.112807	0.0454305	0.113402	0.1046	0.121935	0.018306	0.0701542	0.101818	0.0334662	0.0133826	0.00442482	0.0858753	0.0782745	0.0366005	0.0532236	0.0167815	0.0344157	0.0323129	0.0421005	0.0720194	0.0612814	0.0261098	0.0494146	0.263491	0.0408174	0.00150307	0.0050609	0.00745532	0.0201272	0.011947	0.0253533	0.0230382	0.0279029	0.000353711	0.068523	0.0627731	0.000770227	0.0249241	0.0288661	0.014436	0.26908	0.0130381	0.0228885	0.0662105	0.057182	0.0125332	0.0685782	0.0174486	0.0790501	0.0758148	0.00992076	0.017571	0.195589	0.0522604	0.0241756	0.00635021	0.0392835	0.0526645	0.0467572	0.0989205	0.0129153	0.224525	0.00493233	0.0507501	0.0191907	0.0597394	0.0254789	0.0929019	0.039317	0.219513	0.0956647	0.0483478	0.0336311	0.0734176	0.00479346	1.130715	0.8692848	0.236863	0.495382	0.803206	1.24501	2.01864	4.22186	1.041418	0.768792	0.0616527	0.0161017	0.00662469	0.00282222	0.0123328	0.00939113	0.00239954	0.00523555	0.00603782	0.0169079	0.00478226	0.023307	0.00787244	0.00494881	0.0220871	0.0088951	0.0222036	0.0204803	0.0238743	0.00358424	0.0137359	0.0199354	0.00655253	0.00262026	0.000866361	0.016814	0.0153258	0.00716622	0.0104209	0.00328575	0.00673844	0.00632673	0.00824309	0.0141011	0.0119986	0.00511219	0.00967516	0.0515904	0.00799186	0.000294295	0.000990902	0.00145972	0.00394082	0.00233918	0.00496406	0.00451077	0.00546326	6.9255e-05	0.0134165	0.0122907	0.000150807	0.00488002	0.00565186	0.0028265	0.0526846	0.0025528	0.00448147	0.0129637	0.011196	0.00245395	0.0134273	0.00341637	0.0154777	0.0148442	0.00194244	0.00344032	0.0382955	0.0102324	0.00473348	0.00124334	0.00769154	0.0103115	0.00915486	0.0193682	0.00252877	0.0439611	0.000965729	0.00993664	0.00375746	0.0116967	0.00498865	0.0181898	0.00769809	0.0429798	0.0187307	0.00946629	0.00658483	0.0143748	0.000938539	0.434642	0.565358	5.107366
